0	title	release_year	genre	score	platfor
6926	Brunswick Pro Bowling	2007	Sports	5.5	Wii,PlayStation 
6927	Cunning Fox Backgammon	2007	Board	6	Wireles
6928	Company of Heroes: Opposing Fronts	2007	Strategy	8.8	P
6929	Undercover: Operation Wintersun	2007	Adventure	6.5	P
6930	Zoey 101: Field Trip Fiasco	2007	Action	3.5	Nintendo D
6931	Chameleon	2007	Puzzle	5.5	Nintendo DS,PlayStation Portabl
6932	Snake Mayhem 2	2007	Puzzle, Action	7.5	Wireles
6933	Namco Museum DS	2007	Action, Compilation	7.2	Nintendo D
6934	Go Fish!	2007	Card	6.5	Wireles
6935	Geon: Emotions	2007	Puzzle, Action	6.8	Xbox 36
6936	NBA '08	2007	Sports	8.4	PlayStation Portable,PlayStation 3,PlayStation 
6937	Kirby's Avalanche	2007	Puzzle	7.5	Super NES,Wi
6938	LocoRoco Cocoreccho!	2007	Puzzle, Action	6	PlayStation 
6939	Ducati World Championship	2007	Racing	3	P
6940	Galactic Assault: Prisoner of Power	2007	Strategy	6.2	P
6941	Halo 3 (Collector's Edition)	2007	Shooter	9.5	Xbox 36
6942	Reggie Bush Pro Football 2008	2007	Sports	7.2	Wireles
6943	Halo 3 (Legendary Edition)	2007	Shooter	9.5	Xbox 36
6944	Spelling Challenges and More!	2007	Educational, Trivia	1.5	Nintendo DS,PlayStation Portabl
6945	NES Play Action Football	2007	Sports	6	NES,Wi
6946	Dance Dance Revolution SuperNOVA 2	2007	Music	7.3	PlayStation 
6947	NBA Live 08	2007	Sports	5.5	PlayStation 2,PlayStation 3,Xbox 360,PlayStation Portable,Wi
6948	Tetris Splash	2007	Puzzle	6	Xbox 36
6949	Kachinko	2007	Puzzle	7	Wireles
6950	Super Mario Bros.: The Lost Levels	2007	Platformer	8.5	Wi
6951	Dragon Blade: Wrath of Fire	2007	Action	5.6	Wi
6952	Are You Smarter Than a 5th Grader?	2007	Trivia	7.5	Wireless,Nintendo DS,iPhon
6953	Hot PXL	2007	Action	4.9	PlayStation Portabl
6954	Fatal Fury	2007	Fighting	7	NeoGeo,Wi
6955	Spider-Man: Friend or Foe	2007	Action	4.9	Wii,Xbox 360,PlayStation Portable,PlayStation 2,PC,Wii,Nintendo D
6956	MLB Power Pros	2007	Sports, Action	8.4	PlayStation 2,Wi
6957	Folklore	2007	Adventure	9	PlayStation 
6958	NBA 2K8	2007	Sports	7.9	Xbox 360,PlayStation 3,PlayStation 
6959	Syphon Filter: Logan's Shadow	2007	Shooter	9.5	PlayStation Portabl
6960	I Spy: Fun House	2007	Action	5	Nintendo D
6961	Hot Wheels: Beat That!	2007	Racing	3.5	Xbox 360,PlayStation 2,Wii,Nintendo DS,P
6962	Project Gotham Racing 4	2007	Racing	8.1	Xbox 36
6963	Diner Dash 2	2007	Action	8	Wireles
6964	Balls of Fury	2007	Sports	6.5	Nintendo DS,Wi
6965	Enemy Territory: Quake Wars	2007	Shooter	8.5	PC,PlayStation 3,Xbox 36
6966	Chibi-Robo: Park Patrol	2007	Action	7.8	Nintendo D
6967	The Sims Bowling	2007	Sports	7	Wireles
6968	FlatOut: Ultimate Carnage	2007	Racing	8.5	Xbox 360,P
6969	Anubis II	2007	Adventure	2	Wi
6970	Star Wars Battlefront: Renegade Squadron	2007	Shooter	7.9	PlayStation Portabl
6971	Line Rider Mobile	2007	Puzzle	8.2	Wireles
6972	.hack//G.U. Vol.3: Redemption	2007	RPG	5.5	PlayStation 
6973	The Chosen-- Well of Souls	2007	Action, RPG	4.5	P
6974	.hack//G.U. Vol. 1: Rebirth	2007	RPG	5	PlayStation 
6975	.hack//G.U. Vol. 2: Reminisce	2007	RPG	5.5	PlayStation 
6976	Go! Sports Ski	2007	Sports	2.1	PlayStation 
6977	Thrillville: Off the Rails	2007	Simulation	4.5	Nintendo DS,Wii,PC,PlayStation Portable,PlayStation 2,Xbox 36
6978	Tony Hawk's Proving Ground	2007	Sports	7.1	PlayStation 3,Nintendo DS,Xbox 360,PlayStation 2,Wi
6979	Nancy Drew: Legend of the Crystal Skull	2007	Adventure	7.5	P
6980	Mercury Meltdown Revolution	2007	Puzzle, Action	7.5	Wi
6981	Everyday Shooter	2007	Shooter	7.9	PlayStation 3,PC,PlayStation Portabl
6982	Crash of the Titans	2007	Action	8	Nintendo DS,Xbox 360,Wii,PlayStation 2,PlayStation Portable,Wireles
6983	FIFA Soccer 08	2007	Sports	7.9	PlayStation 3,Xbox 360,PlayStation 2,Wii,PlayStation Portable,Nintendo D
6984	Ninja Gaiden II: The Dark Sword of Chaos	2007	Action	8.5	NES,Wi
6985	Heroes of Might and Magic V: Tribes of The East	2007	Strategy	7.9	P
6986	Biker Mice From Mars	2007	Racing, Action	3	Nintendo D
6987	The Legend of Spyro: The Eternal Night	2007	Platformer	5.5	Nintendo DS,PlayStation 2,Wireless,Wi
6988	Dewy's Adventure	2007	Action, Adventure	6.8	Wi
6989	Animates	2007	Action	2	Nintendo D
6990	Petz	2007	Simulation	8.5	Wireles
6991	Looney Tunes: Duck Amuck	2007	Action	6	Nintendo D
6992	World Heroes	2007	Fighting	6	Wi
6993	Team Fortress 2	2007	Shooter	8.9	P
6994	Yu-Gi-Oh! GX Tag Force 2	2007	Strategy	6	PlayStation Portabl
6995	SEGA Rally Revo	2007	Racing	8	PlayStation 3,PC,Xbox 360,PlayStation Portabl
6996	Loki: Heroes of Mythology	2007	Action, RPG	6	P
6997	Shinobi III: Return of the Ninja Master	2007	Action	8	Wii,iPhon
6998	Math Play	2007	Educational, Puzzle	3	Nintendo D
6999	Garfield's Nightmare	2007	Action	7	Nintendo D
7000	World Series of Poker 2008: Battle for the Bracelets	2007	Card	7.9	PlayStation 2,Xbox 360,PlayStation 3,PlayStation Portable,Nintendo DS,P
7001	Every Extend Extra Extreme	2007	Shooter	8.5	Xbox 36
7002	Donkey Kong Barrel Blast	2007	Racing, Action	4.5	Wi
7003	American Popstar: Road to Celebrity	2007	Simulation	9	Wireless,Nintendo DS
7004	Flash Focus: Vision Training in Minutes a Day	2007	Educational	5.5	Nintendo D
7005	Neverwinter Nights 2: Mask of the Betrayer	2007	RPG	8.5	P
7006	The Orange Box	2007	Compilation, Compilation	9.5	PC,Xbox 360,PlayStation 
7007	Half-Life 2: Episode Two	2007	Shooter	9.4	P
7008	Portal	2007	Shooter	8.2	P
7009	Professional Fisherman's Tour: Northern Hemisphere	2007	Hunting	4.5	Nintendo D
7010	Holly Hobbie & Friends	2007	Party	4	Nintendo D
7011	Omega Squadron: Annihilation 3D	2007	Shooter	7.7	Wireles
7012	Tarr Chronicles	2007	Simulation	7	P
7013	Turbo Jet Ski 3D	2007	Sports	8	Wireles
7014	7 Wonders of the Ancient World	2007	Puzzle	6.5	Nintendo DS,PlayStation 
7015	Nancy Drew: The Deadly Secret of Olde World Park	2007	Adventure	7	Nintendo D
7016	Original Frisbee Disc Sports: Ultimate & Golf	2007	Sports	2	Nintendo D
7017	Animal Genius	2007	Educational, Simulation	6.5	Nintendo D
7018	The Eye of Judgment	2007	Card, Battle	8	PlayStation 
7019	Neutopia II	2007	Action, RPG	7.5	Wii,TurboGrafx-1
7020	Heroes: The Mobile Game	2007	Action	8	Wireles
7021	Beautiful Katamari	2007	Action	7.8	Xbox 36
7022	Mega Man ZX Advent	2007	Platformer	8	Nintendo D
7023	Cabela's Trophy Bucks	2007	Hunting	5.3	PlayStation 2,Xbox 360,Wi
7024	Fishing Master	2007	Hunting	5.5	Wi
7025	Agatha Christie: Evil Under the Sun	2007	Adventure	6	PC,Wi
7026	Microsoft Flight Simulator X: Acceleration	2007	Flight, Simulation	8.2	P
7027	Zack & Wiki: Quest for Barbaros' Treasure	2007	Adventure	9	Wi
7028	Ninja JaJaMaru-kun	2007	Action	5	Wi
7029	Prism: Light the Way	2007	Puzzle, Adventure	7	Nintendo D
7030	Flipper Critters	2007	Pinball	6.5	Nintendo D
7031	Betty Boop Double Shift	2007	Action	4.5	Nintendo D
7032	Puppy Luv: Spa and Resort	2007	Simulation	7	Nintendo D
7033	Bonk 3: Bonk's Big Adventure	2007	Platformer	7.5	Wii,TurboGrafx-1
7034	Soul Nomad & The World Eaters	2007	Strategy	7.5	PlayStation 
7035	The Witcher	2007	RPG	8.5	P
7036	Manhunt 2	2007	Action	7.5	PlayStation 2,Wii,PlayStation Portabl
7037	CSI: Crime Scene Investigation: Hard Evidence	2007	Adventure	6.1	PC,Xbox 360,Wi
7038	Master Jin Jin's IQ Challenge	2007	Educational	2	Nintendo D
7039	Crayola Treasure Adventures	2007	Adventure	8	Nintendo D
7040	Naruto: Clash of Ninja Revolution	2007	Fighting	8.4	Wi
7041	Super PickUps	2007	Racing	4.5	PlayStation 
7042	Ace Combat 6 (Game & ACE-EDGE Flightstick)	2007	Flight, Action	8.4	Xbox 36
7043	Ace Combat 6: Fires of Liberation	2007	Flight, Action	8.4	Xbox 36
7044	World Class Baseball	2007	Sports	5.5	Wi
7045	Race Driver: Create & Race	2007	Racing	8.2	Nintendo D
7046	The Sims 2: Castaway	2007	Simulation	7.5	Wii,PlayStation 2,Nintendo DS,PlayStation Portable,Wireles
7047	Lunar Pool	2007	Sports	6	Wii,NE
7048	Castlevania: The Dracula X Chronicles	2007	Action	8	PlayStation Portabl
7049	Super Collapse 3	2007	Puzzle	7.5	PlayStation Portable,Nintendo D
7050	Naruto: Rise of a Ninja	2007	Adventure	8.4	Xbox 36
7051	Guitar Hero III: Legends of Rock	2007	Music	8.9	PlayStation 3,Xbox 360,PlayStation 2,Wii,P
7052	Bratz: Movie Starz	2007	Adventure	3.8	Wii,PlayStation 
7053	Clive Barker's Jericho (Special Edition)	2007	Shooter	5.6	Xbox 36
7054	The Cheetah Girls: Pop Star Sensations	2007	Action	4.5	Nintendo D
7055	Speedball 2: Brutal Deluxe	2007	Sports, Action	5.8	Xbox 36
7056	SWAT: Target Liberty	2007	Shooter	4.5	PlayStation Portabl
7057	Fury League	2007	Action, RPG	6.5	P
7058	Ratchet & Clank Future: Tools of Destruction	2007	Action	9.4	PlayStation 
7059	Operation: Vietnam	2007	Action	5.5	Nintendo D
7060	Age of Empires III: The Asian Dynasties	2007	Strategy	8	P
7061	Conan	2007	Action	6.7	Xbox 360,PlayStation 
7062	Kurupoto Cool Cool Stars	2007	Action	5.5	Nintendo D
7063	Paws & Claws: Best Friends -- Dogs & Cats	2007	Virtual Pet	5	Nintendo D
7064	Clive Barker's Jericho	2007	Shooter	5.6	PlayStation 3,PC,Xbox 36
7065	Growlanser: Heritage of War	2007	RPG	6	PlayStation 
7066	EA Playground	2007	Party	7	Nintendo DS,Wi
7067	Touch Detective 2 1/2	2007	Adventure	6.8	Nintendo D
7068	Bleach: Shattered Blade	2007	Fighting	6.3	Wi
7069	Phoenix Wright: Ace Attorney: Trials and Tribulations	2007	Adventure	7.7	Nintendo DS,Wi
7070	Battlestar Galactica	2007	Action	6.9	Xbox 360,P
7071	The Wild West	2007	Action	3.5	Nintendo D
7072	Cosmic Family	2007	Educational, Action	5	Wi
7073	Bee Movie Game	2007	Action	6.9	Nintendo DS,PlayStation 2,Xbox 360,Wi
7074	Smart Girl's Playhouse	2007	Party	7	Nintendo D
7075	Metal Marines	2007	Strategy	7.5	Super NES,Wi
7076	WWE SmackDown vs. Raw 2008	2007	Wrestling	7.5	PlayStation 3,Wii,PlayStation 2,Xbox 360,PlayStation Portable,Nintendo DS,Wireles
7077	Ed, Edd 'n Eddy: Scam of the Century	2007	Action	4	Nintendo D
7078	Escape from Paradise City	2007	Strategy	6	P
7079	Looney Tunes: Acme Arsenal	2007	Action, Adventure	5.2	PlayStation 2,Wii,Xbox 36
7080	SOCOM: U.S. Navy SEALs Tactical Strike	2007	Action, Simulation	7	PlayStation Portabl
7081	Super Action Hero	2007	Action	7.5	Wireles
7082	Castlevania II: Simon's Quest	2007	Action, Adventure	7	Wii,NE
7083	Dementium: The Ward	2007	Shooter	8	Nintendo D
7084	Front Mission	2007	Strategy	7.8	Nintendo D
7085	Battalion Wars 2	2007	Action	8	Wi
7086	Disney Princess: Magical Jewels	2007	Adventure	6	Nintendo D
7087	Avatar: The Last Airbender -- The Burning Earth	2007	Action	6.5	Nintendo DS,Wi
7088	TimeShift	2007	Shooter	7.6	Xbox 360,PC,PlayStation 
7089	Magician Lord	2007	Action	6.5	Wii,NeoGe
7090	Disgaea: Afternoon of Darkness	2007	Strategy, RPG	9	PlayStation Portabl
7091	Buzz! The Mega Quiz	2007	Trivia	8	PlayStation 
7092	You Are Empty	2007	Shooter	2.1	P
7093	Virtua Fighter 5 Online	2007	Fighting	9	Xbox 36
7094	Viva Piñata: Party Animals	2007	Party	5.6	Xbox 36
7095	Petz: Wild Animals -- Dolphinz	2007	Virtual Pet	7.5	Nintendo D
7096	Solitaire Overload	2007	Card	7.8	Nintendo D
7097	Samurai Ghost	2007	Action	2.5	Wi
7098	The Simpsons Game	2007	Action	7.7	Xbox 360,PlayStation 3,Wii,Nintendo DS,PlayStation 2,PlayStation Portabl
7099	Scene It? Lights, Camera, Action	2007	Trivia	7	Xbox 36
7100	Buzz! Junior: Jungle Party	2007	Party	7	PlayStation 2,PlayStation 
7101	SpongeBob's Atlantis SquarePantis	2007	Action	6	Nintendo DS,PlayStation 2,Wi
7102	Mario & Sonic at the Olympic Games	2007	Sports, Compilation	7.9	Wii,Nintendo D
7103	Power Rangers: Super Legends	2007	Action	4	Nintendo D
7104	Dragon Quest Monsters: Joker	2007	RPG	7.9	Nintendo D
7105	F.E.A.R. Perseus Mandate	2007	Shooter	5.9	P
7106	The Bee Game	2007	Platformer	6	Nintendo D
7107	Hellgate: London	2007	Action, RPG	6.8	P
7108	High School Musical: Sing It! (Game & Microphone)	2007	Music	6.6	Wii,PlayStation 
7109	Call of Duty 4: Modern Warfare	2007	Shooter	9.4	PC,Xbox 360,PlayStation 3,Nintendo D
7110	Assassin's Creed	2007	Action	8	Wireless,Xbox 360,PlayStation 
7111	High School Musical: Sing It! (Game Only Edition)	2007	Music	6.5	PlayStation 2,Wi
7112	Need for Speed ProStreet	2007	Racing	7	Wireless,Wii,Xbox 360,PlayStation 3,PlayStation 2,PC,Nintendo DS,PlayStation Portabl
7113	Fire Emblem: Radiant Dawn	2007	Strategy, RPG	8	Wi
7114	Mutant Storm Empire	2007	Action	7.7	Xbox 36
7115	Medal of Honor Heroes 2	2007	Shooter	8.4	Wii,PlayStation Portabl
7116	Switchball	2007	Puzzle	8.4	Xbox 36
7117	Bladestorm: The Hundred Years' War	2007	Strategy	6.5	Xbox 360,PlayStation 
7118	Gate of Thunder	2007	Shooter	8.5	TurboGrafx-16,Wi
7119	Art of Fighting	2007	Fighting	4.5	NeoGeo,Wi
7120	Word Puzzle	2007	Puzzle	5.5	Xbox 36
7121	RACE 07	2007	Racing	8.5	P
7122	Neves	2007	Puzzle	7.5	Nintendo D
7123	Power Golf	2007	Sports	3	Wi
7124	Kane & Lynch: Dead Men	2007	Action	7	PlayStation 3,Xbox 360,P
7125	Aqua Teen Hunger Force Zombie Ninja Pro-Am	2007	Racing, Action	5	PlayStation 
7126	Hannah Montana: Music Jam	2007	Music	6.8	Nintendo D
7127	Mah Jong Quest	2007	Puzzle	7.5	Wireles
7128	Super Mario Galaxy	2007	Platformer	9.7	Wi
7129	Uncharted: Drake's Fortune	2007	Action, Adventure	9.1	PlayStation 
7130	Prey Mobile	2007	Shooter	8.9	Wireles
7131	Silent Hill Origins	2007	Adventure	8	PlayStation Portable,PlayStation 
7132	Crysis	2007	Shooter	9.4	PC,PlayStation 3,Xbox 36
7133	LEGO Star Wars: The Complete Saga	2007	Action, Compilation	8	Nintendo DS,PlayStation 3,Wii,Xbox 36
7134	Imagine: Babyz	2007	Action	3.5	Nintendo D
7135	Super Mario Bros. 3	2007	Platformer	9.5	Wi
7136	OMG 26 -- Our Mini Games	2007	Action, Compilation	5	Nintendo D
7137	Fish Tycoon	2007	Virtual Pet	4	Nintendo D
7138	F.E.A.R. Files	2007	Shooter	6.7	Xbox 36
7139	Fullmetal Alchemist: Trading Card Game	2007	Card, Battle	5.5	Nintendo D
7140	Imagine: Master Chef	2007	Action	7	Nintendo D
7141	Supreme Commander: Forged Alliance	2007	Strategy	8.6	P
7142	Spanish for Everyone	2007	Educational, Productivity	2	Nintendo D
7143	Zoo Hospital	2007	Virtual Pet	5.5	Nintendo DS,Wi
7144	Call of Duty: Modern Warfare Mobile	2007	Action	7.5	Wireles
7145	Hooked! Real Motion Fishing	2007	Hunting	2.7	Wi
7146	Nicktoons: Attack of the Toybots	2007	Action	7	Nintendo DS,Wii,PlayStation 
7147	Sam & Max: Season Two -- Episode #1: Ice Station Santa	2007	Adventure	8	P
7148	Undertow	2007	Shooter	8.7	Xbox 36
7149	College Hoops 2K8	2007	Sports	8	PlayStation 3,Xbox 360,PlayStation 
7150	Panzer Tactics DS	2007	Strategy	6	Nintendo D
7151	Contra 4	2007	Action	8	Wireless,Nintendo D
7152	Mass Effect (Limited Collector's Edition)	2007	RPG	9.4	Xbox 36
7153	High Velocity Bowling (PSN Edition)	2007	Sports	7.5	PlayStation 
7154	Sonic Rivals 2	2007	Racing, Action	6.5	PlayStation Portabl
7155	Ben 10: Protector of Earth	2007	Action	6.8	Wii,Nintendo D
7156	Empire Earth III	2007	Strategy	5.4	P
7157	Trauma Center: New Blood	2007	Simulation	8.5	Wi
7158	Rock Band (Special Edition)	2007	Music	9.4	Xbox 360,PlayStation 3,PlayStation 2,Wi
7159	Aliens vs. Predator: Requiem	2007	Action	5.5	PlayStation Portabl
7160	Time Crisis 4	2007	Shooter	8	PlayStation 
7161	Cabela's Big Game Hunter	2007	Hunting	5.7	PlayStation 2,Xbox 360,Wi
7162	Golden Axe III	2007	Action	5	Wii,Genesi
7163	Foster's Home for Imaginary Friends: Imagination Invaders	2007	Action	4	Nintendo D
7164	American Gangster: The Mobile Game	2007	Action	6.5	Wireles
7165	Blue's Journey	2007	Platformer	6	NeoGeo,Wi
7166	Final Fantasy XII: Revenant Wings	2007	Strategy, RPG	8.3	Nintendo D
7167	Mario Party DS	2007	Party	7	Nintendo D
7168	Crazy Penguin Catapult	2007	Action	8.5	Wireless,iPhon
7169	Screwjumper!	2007	Action	4	Xbox 36
7170	The Suite Life of Zack & Cody: Circle of Spies	2007	Action, Adventure	6.5	Nintendo D
7171	Beowulf: The Game	2007	Action	4	PC,Wireless,PlayStation 3,Xbox 36
7172	Rock Band (Game Only Edition)	2007	Music	9.4	PlayStation 3,Xbox 36
7173	LifeSigns: Surgical Unit	2007	Adventure	5.5	Nintendo D
7174	BlackSite: Area 51	2007	Shooter	6.5	PC,Xbox 360,PlayStation 
7175	Soldier of Fortune: Payback	2007	Shooter	6.1	Xbox 360,PlayStation 3,P
7176	Shrek-N-Roll	2007	Puzzle	5.5	Xbox 36
7177	Metal Gear Solid: Portable Ops +	2007	Action	6.5	PlayStation Portabl
7178	Warhammer 40,000: Squad Command	2007	Strategy	5.4	PlayStation Portable,Nintendo D
7179	Unreal Tournament III	2007	Shooter	9	PC,PlayStation 3,Xbox 36
7180	flOw Expansion Pack	2007	Action	6.5	PlayStation 
7181	America's Army: True Soldiers	2007	Shooter	3.7	Xbox 36
7182	Cabela's Big Game Hunter: Trophy Bucks	2007	Hunting	4.8	P
7183	Link's Crossbow Training	2007	Shooter	7	Wi
7184	John Woo Presents Stranglehold (Collector's Edition)	2007	Action, Adventure	8.1	PlayStation 3,Xbox 36
7185	SimCity Societies	2007	Simulation	5.8	PC,Wireles
7186	Napoleon Dynamite: The Game	2007	Action	7	Nintendo DS,PlayStation Portabl
7187	Smarty Pants	2007	Trivia	7	Wi
7188	Rayman Raving Rabbids 2	2007	Party	6.3	Wii,Nintendo D
7189	Showtime Championship Boxing	2007	Sports	3.5	Nintendo D
7190	Victorious Boxers: Revolution	2007	Sports	4.5	Wi
7191	Volleyball	2007	Sports	3	Wi
7192	WWE SmackDown vs. Raw 2008 (Special Edition)	2007	Wrestling	7.5	PlayStation 
7193	El Tigre: The Adventures of Manny Rivera	2007	Action	4.5	Nintendo DS,PlayStation 
7194	Arctic Tale	2007	Adventure	3.5	Nintendo D
7195	Bulldozer, Inc.	2007	Action	8	Wireles
7196	Ghost Squad	2007	Shooter	7.5	Wi
7197	Tabula Rasa	2007	RPG	7.5	P
7198	Imagine: Animal Doctor	2007	Simulation	6.5	Nintendo D
7199	Axelay	2007	Shooter	7.5	Wii,Super NE
7200	WordJong	2007	Puzzle	7.5	Nintendo D
7201	Namco Museum Remix	2007	Action, Compilation	5	Wi
7202	Fire Pro Wrestling Returns	2007	Wrestling	7	PlayStation 
7203	Ultimate Mortal Kombat	2007	Fighting	7.8	Nintendo D
7204	Imagine: Fashion Designer	2007	Simulation	3	Nintendo D
7205	Culpa Innata	2007	Adventure	4	P
7206	Enchanted	2007	Action	6.5	Nintendo D
7207	My Spanish Coach	2007	Educational	7	Nintendo DS,PlayStation Portabl
7208	Ontamarama	2007	Action	7.3	Nintendo D
7209	Resident Evil: The Umbrella Chronicles	2007	Shooter	7.9	Wi
7210	Godzilla: Unleashed Double Smash	2007	Action	3	Nintendo D
7211	Alien Soldier	2007	Action	8	Genesis,Wi
7212	Soulcalibur Legends	2007	Action	6	Wi
7213	Geometry Wars: Galaxies	2007	Shooter	8	Wii,Nintendo D
7214	My French Coach	2007	Educational	7	Nintendo D
7215	Syphon Filter: Combat Ops	2007	Shooter	8.5	PlayStation Portabl
7216	Robin Hood [2007]	2007	Adventure	7	Wireles
7217	Hannah Montana: Spotlight World Tour	2007	Action	5.6	Wii,PlayStation 
7218	Death to Spies	2007	Action	8	P
7219	Petz: Catz 2	2007	Virtual Pet	6.7	Nintendo DS,Wii,PC,PlayStation 
7220	Tower Defense	2007	Strategy	8	Wireles
7221	Sea Monsters: A Prehistoric Adventure	2007	Adventure	4	Nintendo DS,Wii,PlayStation 
7222	Naruto: Path of the Ninja	2007	RPG	6	Nintendo D
7223	Slingo Quest	2007	Puzzle	8	Wireles
7224	My Dog II	2007	Virtual Pet	8	Wireles
7225	Cooking Mama 2: Dinner With Friends	2007	Simulation	7	Nintendo D
7226	Operation Creature Feature	2007	Puzzle	6.2	PlayStation 
7227	Alvin and the Chipmunks	2007	Music	1.7	Wii,PlayStation 2,PC,Nintendo D
7228	Super FruitFall	2007	Puzzle	6	Nintendo D
7229	Zanac	2007	Shooter	6.5	Wi
7230	Sonic 3D Blast	2007	Action	6	Wi
7231	Smart Boy's Gameroom	2007	Party	7.2	Nintendo D
7232	Chessmaster: The Art of Learning	2007	Board	7.8	Nintendo DS,PlayStation Portabl
7233	Cocoto Kart Racer	2007	Racing	4.5	Nintendo DS,Wi
7234	Orcs & Elves II	2007	RPG	8.5	Wireles
7235	Super Air Zonk	2007	Shooter	7	Wi
7236	Mah Jong Quest: Expeditions	2007	Board	7.9	Nintendo D
7237	The Golden Compass	2007	Action	4	Nintendo DS,Wireless,PC,PlayStation Portable,PlayStation 3,Wii,Xbox 360,PlayStation 
7238	NCAA March Madness 08	2007	Sports	6.9	PlayStation 3,PlayStation 2,Xbox 36
7239	Mini Desktop Racing	2007	Racing	1.2	Wi
7240	Master of Illusion	2007	Simulation	7	Nintendo D
7241	Bratz 4 Real	2007	Action	6	Nintendo D
7242	Terminator: Revenge	2007	Casino	4	Wireles
7243	Guitar Hero Mobile	2007	Music	7.9	Wireles
7244	Fantasy Wars	2007	Strategy	7.8	P
7245	Offroad Extreme -- Special Edition	2007	Racing	1	Wi
7246	Petz: Dogz 2	2007	Virtual Pet	6.8	Nintendo D
7247	Beats	2007	Music	7	PlayStation Portabl
7248	Puzzle de Harvest Moon	2007	Puzzle, Action	3.5	Nintendo D
7249	Cruis'n	2007	Racing	3	Wi
7250	Kamikaze Robots	2007	Action	8.5	Wireless,iPhon
7251	Darkness Within: In Pursuit of Loath Nolder	2007	Adventure	5.1	P
7252	Power Play Pool	2007	Sports	6	Nintendo D
7253	Hannspree Ten Kate Honda SBK Superbike World Championship	2007	Racing	6	PlayStation 2,PlayStation Portabl
7254	John Deere: Harvest in the Heartland	2007	Simulation	3	Nintendo D
7255	Dawn of Magic	2007	Action, RPG	5.4	P
7256	Star Trek: Conquest	2007	Simulation	6.8	Wii,PlayStation 
7257	Bumper Car City	2007	Racing, Action	5	Wireles
7258	Draglade	2007	Music	7	Nintendo D
7259	PopCap Hits Vol. 1	2007	Puzzle, Compilation	5.5	PlayStation 
7260	Boogie	2007	Music	5.5	Nintendo D
7261	Monster Jam	2007	Racing	7	Nintendo D
7262	Cars Mater-National Championship	2007	Racing	6.8	Nintendo D
7263	EverQuest II: Rise of Kunark	2007	RPG	8.2	P
7264	Godzilla: Unleashed	2007	Fighting, Action	4.9	PlayStation 2,Wi
7265	Pain!	2007	Action	6.8	PlayStation 
7266	The Aly & AJ Adventure	2007	Action	3	Nintendo D
7267	Horse Life	2007	Simulation	7.6	Nintendo D
7268	Petz: Horsez 2	2007	Virtual Pet	6	Nintendo D
7269	Asteroids & Asteroids Deluxe	2007	Shooter	5	Xbox 36
7270	Wrecking Crew	2007	Puzzle, Action	7	Wi
7271	Swashbucklers: Blue vs. Grey	2007	Action, Adventure	4	PlayStation 2,P
7272	Call of Duty 4: Modern Warfare (Limited Collector's Edition)	2007	Shooter	9.4	Xbox 36
7273	Stacked Cheerleaders	2007	Puzzle	5	Wireles
7274	Jenga: World Tour	2007	Puzzle	4	Nintendo DS,Wi
7275	Cabela's Monster Bass	2007	Hunting	4.5	PlayStation 
7276	Ratatouille: Food Frenzy	2007	Puzzle	4.5	Nintendo D
7277	Painkiller: Overdose	2007	Shooter	7	P
7278	Dr. Seuss: How The Grinch Stole Christmas	2007	Adventure	3.5	Nintendo D
7279	NeoGeo Battle Coliseum	2008	Fighting	7.3	PlayStation 2,Xbox 36
7280	Toy Home	2008	Racing	6.7	PlayStation 
7281	Donkey Kong Country 3: Dixie Kong's Double Trouble	2008	Platformer	8.5	Wii,Super NE
7282	Eternal Champions	2008	Fighting	6	Wii,Genesi
7283	Sensible World of Soccer	2008	Sports	7.9	Xbox 36
7284	The History Channel: Battle for the Pacific	2008	Shooter	2.5	Wi
7285	Cybernator	2008	Action	7.5	Super NES,Wi
7286	Indianapolis 500 Legends	2008	Racing	5.8	Wii,Nintendo D
7287	NFL Tour	2008	Sports, Action	4.5	PlayStation 3,Xbox 36
7288	Kingdom Under Fire: Circle of Doom	2008	Action, RPG	5.8	Xbox 36
7289	The Dynastic Hero	2008	Action	7	TurboGrafx-16,Wi
7290	SpongeBob SquarePants: Underpants Slam!	2008	Action	4.7	Xbox 36
7291	The History Channel: Battle For the Pacific	2008	Shooter	3	PlayStation 2,Xbox 360,PlayStation 
7292	Wii Play (Game, Wii Remote & Jacket)	2007	Action, Compilation	5.5	Wi
7293	Peggle	2007	Puzzle	9	iPod,Xbox 360,iPhone,PlayStation 
7294	The Trials of Topoq	2007	Puzzle, Action	7.3	PlayStation 
7295	Dai Senryaku VII: Modern Military Tactics Exceed	2008	Strategy	4.3	PlayStation 
7296	Super Swing Golf: Season 2	2008	Sports	7.3	Wi
7297	Luxor: Pharaoh's Challenge	2008	Puzzle	4	PlayStation 2,PlayStation Portable,Nintendo D
7298	Ninjabread Man	2008	Action	1.5	Wi
7299	The History Channel: Battle For The Pacific	2007	Shooter	4.9	P
7300	MX vs. ATV Untamed	2007	Racing	4.9	PlayStation 2,PlayStation Portable,Nintendo DS,Xbox 360,PlayStation 3,Wi
7301	Rhythm 'n Notes: Improve Your Music Skills	2007	Music	2.5	Nintendo D
7302	Tempest	2007	Shooter	6	Xbox 36
7303	MTV Cribs	2008	Simulation	5.5	Wireles
7304	Pictionary [2007]	2008	Board	7	Wireles
7305	Omega Five	2008	Action	7.6	Xbox 36
