0	title	release_year	genre	score	platfor
7306	Harvey Birdman: Attorney at Law	2008	Adventure	7.4	PlayStation Portable,PlayStation 2,Wi
7307	Sam & Max: Season Two -- Episode #2: Moai Better Blues	2008	Adventure	8.2	P
7308	Backyard Football 2008	2008	Sports	6	Wi
7309	StarTropics	2008	Adventure	8.5	NES,Wi
7310	Atari Classics Evolved	2008	Action, Compilation	7	PlayStation Portabl
7311	Burnout Paradise	2008	Racing	8.8	Xbox 360,PlayStation 
7312	Snakeball	2008	Party	8	PlayStation 
7313	Pac-Attack	2008	Puzzle	6	Wii,Super NE
7314	Boogie Bunnies	2008	Puzzle, Action	4.1	Xbox 36
7315	Sonic Riders: Zero Gravity	2008	Racing, Action	5.8	PlayStation 2,Wi
7316	Rolling Thunder 2	2008	Action	6.5	Genesis,Wi
7317	Dance Dance Revolution: Disney Channel Edition (Game Only Edition)	2008	Music	6.5	PlayStation 
7318	Dance Dance Revolution: Disney Channel Edition (Game & Dance Pad)	2008	Music	6.5	PlayStation 
7319	Warhawk -- Operation: Omega Dawn	2008	Flight, Action	8	PlayStation 
7320	Black Belt	2008	Fighting	5	Master Syste
7321	Dead Rising [Mobile]	2008	Action	7.3	Wireless,iPhon
7322	Petz: Hamsterz 2	2008	Virtual Pet	7.5	Nintendo D
7323	Last Battle	2008	RPG	3	Genesi
7324	Baby Pals	2008	Party	4	Nintendo D
7325	Elements of Destruction	2008	Action	7	Nintendo DS,Xbox 36
7326	Tron	2008	Action	4.9	Xbox 36
7327	Double Dribble	2007	Sports	5	NES,Wi
7328	Game Party	2007	Party	3.2	Wi
7329	Mountain Bike Adrenaline	2007	Sports	3	PlayStation 
7330	Next Life	2007	Adventure	4.5	P
7331	Frogger Launch	2007	Action	5.5	Wireles
7332	Jewel Quest Expedition	2007	Puzzle	7.2	Nintendo D
7333	Arkadian Warriors	2007	Action, RPG	5.7	Xbox 36
7334	Avencast: Rise of the Mage	2007	RPG	7	P
7335	Dragon Ball Z: Budokai Tenkaichi 3	2007	Fighting	8	Wii,PlayStation 
7336	Disney Princess: Enchanted Journey	2008	Adventure	4	Wii,Wi
7337	Star Wars: The Empire Strikes Back	2008	Action	7	Wireles
7338	ATV: Thunder Ridge Riders / Monster Truck DS	2008	Compilation	2	Nintendo D
7339	No More Heroes	2008	Action	7.8	Wi
7340	Endless Ocean	2008	Adventure	8	Wi
7341	Top Chef Challenge	2008	Puzzle	5	Wireles
7342	Alien Storm	2008	Action	6.5	Genesis,Wi
7343	Shadowgrounds Survivor	2008	Action	7.6	P
7344	Rez HD	2008	Shooter	8.6	Xbox 36
7345	Block Breaker Deluxe	2008	Puzzle	7.5	iPod,Wi
7346	Advance Wars: Days of Ruin	2008	Strategy	8.6	Nintendo D
7347	Dreadnaught Factor	2008	Action	8	Atari 520
7348	Resident Evil: Genesis	2008	Adventure	7.8	Wireles
7349	Ape Quest	2008	RPG	7	PlayStation Portabl
7350	Yu-Gi-Oh! World Championship 2008	2008	Card, Battle	7.5	Nintendo D
7351	BurgerTime Delight	2008	Action	8	Wireles
7352	Pole Position Remix	2008	Racing	5	iPod,iPhon
7353	PixelJunk Monsters	2008	Strategy	8.5	PlayStation 
7354	Light Crusader	2008	Action, RPG	6.5	Genesis,Wi
7355	Baseball Stars 2	2008	Sports	8	Wii,NeoGe
7356	Samurai Warriors Katana	2008	Action	5.8	Wi
7357	American Girl: Julie Finds A Way	2008	Adventure	3.5	Nintendo D
7358	Barbie as The Island Princess	2008	Adventure	5.5	Nintendo DS,PlayStation 2,P
7359	Dance Dance Revolution: Hottest Party	2008	Music, Action	7	Wi
7360	Miami Nights: Singles in the City	2008	Simulation	4	Nintendo D
7361	Warriors of The Lost Empire	2008	Action, RPG	6.8	PlayStation Portabl
7362	Battle for the White House	2008	Action	7.8	Wireles
7363	Alex Kidd in Miracle World	2008	Platformer	9	Master System,Wi
7364	Monster Lair	2008	Action	7.5	Wii,TurboGrafx-C
7365	Pursuit Force: Extreme Justice	2008	Racing, Action	8	PlayStation Portabl
7366	One Piece: Unlimited Adventure	2008	Action, Adventure	6.8	Wi
7367	Clue / Mouse Trap / Perfection / Aggravation	2008		3.5	Nintendo D
7368	Yu-Gi-Oh! GX: The Beginning of Destiny	2008	Strategy	5.5	PlayStation 
7369	Nitrobike	2008	Racing, Action	6.5	Wi
7370	SpongeBob SquarePants: Atlantis Treasures	2008	Action	6	Wireles
7371	Atelier Iris 2 ~The Azoth of Destiny~	2008	RPG	7.5	PlayStation 
7372	Winter Sports: The Ultimate Challenge 2008	2008	Sports	5.5	Wii,PlayStation 
7373	Blades of Steel	2008	Sports	7.5	NES,Wi
7374	Jewel Master	2008	Action	6	Genesi
7375	Culdcept Saga	2008	Strategy	6.5	Xbox 36
7376	Out of This World	2008	Action	8.5	Genesis,P
7377	Zoo Tycoon 2 DS	2008	Simulation	7	Nintendo D
7378	Devil May Cry 4	2008	Action	8.7	PlayStation 3,Xbox 360,P
7379	Twisted Metal: Head-On: Extra Twisted Edition	2008	Racing, Shooter	8.4	PlayStation 
7380	Kenseiden	2008	Action	7	Master Syste
7381	Penumbra: Black Plague	2008	Action	7.7	P
7382	Turok	2008	Shooter	7.3	Xbox 360,PlayStation 3,Wireless,P
7383	Metal Gear	2008	Action, Adventure	8	Wireles
7384	Chessmaster Live	2008	Board	6.4	Xbox 36
7385	Top Hunter: Roddy & Cathy	2008	Action	7	Wi
7386	Mountain King	2008	Action	8	Atari 520
7387	Counter Force	2008	Action	4	Wi
7388	Rock 'N' Roll Adventures	2007	Platformer	3	Wi
7389	NiGHTS: Journey of Dreams	2007	Action	6.5	Wi
7390	The King of Fighters XI	2007	Fighting	8	PlayStation 
7391	Cranium Kabookii	2007	Board	5.5	Wi
7392	Left Brain Right Brain	2007	Productivity	5	Nintendo D
7393	Shrek: Ogres and Dronkeys	2007	Action, Adventure	7	Nintendo D
7394	Dance Dance Revolution Universe 2	2007	Music	5.7	Xbox 36
7395	Code Lyoko: Quest for Infinity	2007	RPG	5.5	Wii,PlayStation 2,PlayStation Portabl
7396	Universe at War: Earth Assault	2007	Strategy	8	PC,Xbox 36
7397	My Word Coach	2007	Productivity	6.8	Wii,Nintendo D
7398	Billy the Wizard: Rocket Broomstick Racing	2007	Racing, Action	2	Wi
7399	Ecco Jr.	2007	Action, Adventure	5.5	Genesis,Wi
7400	TeamUp	2007	Puzzle	7.4	Wireles
7401	Devil May Cry 4 (Collector's Edition)	2008	Action	8.7	PlayStation 3,Xbox 36
7402	NitroStreet Racing	2008	Racing	8	Wireles
7403	Crazy Frog Arcade Racer	2008	Racing, Action	2.5	PlayStation 
7404	Mobile Battles: Reign of Swords	2008	Strategy	9	Wireles
7405	Savage 2: A Tortured Soul	2008	Shooter	8.3	P
7406	Poker Smash	2008	Card	7.5	Xbox 36
7407	Lost Odyssey	2008	RPG	8.2	Xbox 36
7408	Adventures of Lolo 2	2008	Puzzle	8	NES,Wi
7409	Assassin's Creed: Altair's Chronicles	2008	Action	7	Nintendo DS,iPhone,Androi
7410	Nobunaga's Ambition: Rise to Power	2008	Strategy	6.5	PlayStation 
7411	Monster Trux Arenas -- Special Edition	2008	Racing	1	Wi
7412	Downstream Panic!	2008	Puzzle	8.3	PlayStation Portabl
7413	Konami Kids Playground: Frogger Hop, Skip & Jumpin' Fun	2008	Educational, Action	7	PlayStation 
7414	24: Special Ops	2008	Action	8	Wireless,iPhon
7415	Bomberman Land	2008	Action	6.9	PlayStation Portable,Wi
7416	Dancing With The Stars	2008	Music	5.7	Wi
7417	Konami Kids Playground: Toy Pals Fun with Numbers	2008	Educational, Action	7	PlayStation 
7418	Konami Kids Playground: Alphabet Circus	2008	Educational, Action	7	PlayStation 
7419	Konami Kids Playground: Dinosaur Shapes and Colors	2008	Educational, Action	7	PlayStation 
7420	Dancing With The Stars (Game Only Edition)	2008	Music	5.7	PlayStation 
7421	The Sims 2: Castaway Stories	2008	Simulation	7.3	P
7422	SunAge	2008	Strategy	5.2	P
7423	Operation Wolf	2008	Shooter	2	Wii,NE
7424	WipEout Pulse	2008	Racing	8.8	PlayStation Portabl
7425	Buzz! Junior: Robo Jam (Game Only Edition)	2008	Action	6.5	PlayStation 
7426	Pirates of the Burning Sea	2008	RPG	8.2	P
7427	My Horse & Me	2008	Simulation	4.3	Nintendo DS,Wii,P
7428	Discs of Tron	2008	Action	3	Xbox 36
7429	Under a Killing Moon	2008	Adventure	9	P
7430	The Spiderwick Chronicles	2008	Adventure	7.8	Nintendo DS,Xbox 360,PlayStation 2,Wii,PC,Wireles
7431	Karaoke Revolution Presents American Idol Encore (Game & Microphone)	2008	Music	6	Wii,Xbox 360,PlayStation 
7432	Bomberman Land Touch! 2	2008	Action	7.9	Nintendo D
7433	World Championship Paintball	2008	Shooter	2	PlayStation 
7434	Go! Sports Skydiving	2008	Sports	3	PlayStation 
7435	Riot Zone	2008	Action	4	Wi
7436	Romance of The Three Kingdoms XI	2008	Strategy	7	PlayStation 2,P
7437	Rush Hour: Taxi Trouble	2008	Puzzle	6	Wireles
7438	Karaoke Revolution Presents American Idol Encore (Game Only Edition)	2008	Music	8.3	PlayStation 
7439	Super Street Fighter II: The New Challengers	2008	Fighting	8	Wi
7440	Raw Danger	2008	Adventure	7.5	PlayStation 
7441	Patapon	2008	Action	9.2	PlayStation Portabl
7442	Sins of a Solar Empire	2008	Strategy	8.9	P
7443	Dynasty Warriors 6	2008	Action	5.9	PlayStation 3,Xbox 360,PlayStation 2,P
7444	Dungeon Explorer: Warriors of Ancient Arts	2008	Action, RPG	6	Nintendo D
7445	Dark Messiah of Might and Magic Elements	2008	Action, RPG	5.7	Xbox 36
7446	Dungeon Explorer:  Warriors of Ancient Arts	2008	Action, RPG	6	PlayStation Portabl
7447	Merv Griffin's Crosswords	2008	Trivia	8	Wireless,Wi
7448	Myth Makers: Super Kart GP	2008	Racing	3.5	Wi
7449	Buzz!: The Hollywood Quiz	2008	Trivia	8.3	PlayStation 
7450	Harry Potter: Mastering Magic	2008	Puzzle	7	Wireles
7451	Rainbow Islands Evolution	2008	Platformer	5	PlayStation Portabl
7452	Puzzle Guzzle	2008	Puzzle	6.7	PlayStation Portable,PlayStation Portabl
7453	The Experiment	2008	Adventure	6.8	P
7454	Homie Rollerz	2008	Racing	2	Nintendo D
7455	Balloon Pop	2008	Puzzle	4.7	Wi
7456	Lost: Via Domus	2008	Adventure	5.5	Xbox 360,PlayStation 3,P
7457	FIFA Street 3	2008	Sports	5.8	Nintendo DS,Xbox 360,PlayStation 
7458	Space Monkey	2008	Action	7.7	Wireless,iPhon
7459	Turning Point: Fall of Liberty	2008	Shooter	5	Xbox 360,PC,PlayStation 
7460	Clockwork Knight	2008	Action	6	Satur
7461	Professor Layton and the Curious Village	2008	Adventure	8	Nintendo D
7462	Paws & Claws: Pet Resort	2008	Simulation	2.5	Nintendo DS,Wi
7463	Rail Simulator	2008	Simulation	7	P
7464	Conflict: Denied Ops	2008	Shooter	4	PC,Xbox 360,PlayStation 
7465	Frontlines: Fuel of War	2008	Shooter	7.6	Xbox 360,P
7466	The Club	2008	Action	6.9	Xbox 360,PlayStation 3,P
7467	MLB 08: The Show	2008	Sports	8	PlayStation 2,PlayStation 
7468	Kidz Sports: International Soccer	2008	Sports	1	Wi
7469	Bully: Scholarship Edition	2008	Action	8	Wii,Xbox 360,P
7470	Strider [1989]	2008	Action	7.5	Genesi
7471	Turning Point: Fall of Liberty Collector's Edition	2008	Shooter	5	Xbox 36
7472	SEGA Bass Fishing [2008]	2008	Hunting	6	Wi
7473	Audiosurf	2008	Music, Action	8.6	P
7474	Sam & Max: Season Two -- Episode #3: Night of the Raving Dead	2008	Adventure	6.8	P
7475	Mega Brain Boost	2008	Compilation	4.5	Nintendo D
7476	Myth Makers: Orbs of Doom	2008	Action	2.9	Wi
7477	Spy Games: Elevator Mission	2008	Shooter	2.5	Wi
7478	Columns III: Revenge of Columns	2008	Puzzle	5.5	Genesis,Wi
7479	SingStar '90s	2008	Music	7.5	PlayStation 
7480	Dragon Quest Swords: The Masked Queen and the Tower of Mirrors	2008	Action, RPG	7	Wi
7481	Commanders: Attack of the Genos	2008	Strategy	7.6	Xbox 36
7482	N+	2008	Platformer	8.5	Xbox 360,Nintendo DS,PlayStation Portabl
7483	The King of Fighters '94	2008	Fighting	8	Wi
7484	Apollo Justice: Ace Attorney	2008	Adventure	8.3	Nintendo D
7485	Pet Pals: Animal Doctor	2008	Simulation	7	Nintendo DS,Wi
7486	London Taxi: Rush Hour	2008	Racing	1	Wi
7487	Brain Assist	2008	Educational	7	Nintendo D
7488	Jumper: Griffin's Story	2008	Action	3.7	PlayStation 2,Wii,Xbox 36
7489	Disney Friends	2008	Adventure	7	Nintendo D
7490	The New Zealand Story Revolution	2008	Platformer	5.6	Nintendo D
7491	Bubble Bobble Double Shot	2008	Platformer	5.9	Nintendo D
7492	Rocketmen: Axis of Evil	2008	Shooter	5.5	PlayStation 3,Xbox 36
7493	Major League Baseball 2K8	2008	Sports	6.5	Wii,Xbox 360,PlayStation 2,PlayStation 3,PlayStation Portabl
7494	Blokus Portable: Steambot Championship	2008	Puzzle	5	PlayStation Portabl
7495	Kidz Sports: Basketball	2008	Sports	1	Wi
7496	Puppy Palace	2008	Virtual Pet	3	Nintendo D
7497	The Sims 2: FreeTime (Limited Edition)	2008	Simulation	8.3	P
7498	Kidz Sports: Ice Hockey	2008	Sports	1	Wi
7499	Naval Battle	2008	Strategy	8.5	iPo
7500	Art of Fighting Anthology	2008	Fighting, Compilation	7	PlayStation 
7501	Phantasy Star II	2008	RPG	8	Wii,Genesis,Xbox 360,iPhon
7502	Atelier Iris 3 ~Grand Phantasm~	2008	RPG	6	PlayStation 
7503	Call of Duty 3 (Platinum Hits)	2008	Shooter	8.8	Xbox 36
7504	Petz: Wild Animals -- Tigerz	2008	Virtual Pet	7.7	Nintendo D
7505	Final Fantasy Crystal Chronicles: Ring of Fates	2008	RPG	8.2	Nintendo D
7506	Super Smash Bros. Brawl	2008	Fighting	9.5	Wi
7507	Lords of Thunder	2008	Shooter	8.5	TurboGrafx-CD,Wi
7508	Army of Two	2008	Action	7.9	PlayStation 3,Xbox 36
7509	Naruto: Ninja Destiny	2008	Fighting	7.2	Nintendo D
7510	The Sims 2: FreeTime	2008	Simulation	8.3	P
7511	Grey's Anatomy	2008	Simulation	8	Wireles
7512	Triggerheart Exelica	2008	Shooter	5.7	Xbox 36
7513	God of War: Chains of Olympus	2008	Action	9.4	PlayStation Portabl
7514	Rig Racer 2	2008	Racing	3	Wi
7515	The History Channel: Lost Worlds	2008	Action, Adventure	3	P
7516	Go, Diego, Go! Safari Rescue	2008	Adventure	7.1	Wii,PlayStation 2,Nintendo D
7517	Iridium Runners	2008	Racing	6.5	PlayStation 
7518	Mystery Dungeon: Shiren the Wanderer	2008	RPG	6.5	Nintendo D
7519	SWAT Elite Troops	2008	Action	7.9	Wireles
7520	M&M's Kart Racing	2008	Racing, Action	2.5	Wii,Nintendo D
7521	Time Traveler	2008	Action	3	Arcad
7522	Pinball Hall of Fame: The Williams Collection	2008	Pinball	8	PlayStation 2,Wii,PlayStation Portable,PlayStation 3,Xbox 36
7523	Toy Home Expansion Pack	2008	Racing	5	PlayStation 
7524	Warhammer 40,000: Dawn of War -- Soulstorm	2008	Strategy	7	P
7525	Chicken Hunter	2008	Shooter	3.5	Nintendo D
7526	Classic British Motor Racing	2008	Racing	2.1	Wi
7527	Worms: A Space Oddity	2008	Strategy	7	Wii,Wireles
7528	FlatOut: Head On	2008	Racing	7.7	PlayStation Portabl
7529	Sam & Max: Season Two -- Episode #4: Chariot of the Dogs	2008	Adventure	8.3	P
7530	Eco-Creatures: Save the Forest	2008	Strategy	5.5	Nintendo D
7531	Bliss Island	2008	Puzzle	3.5	Xbox 36
7532	Tom Clancy's Rainbow Six: Vegas 2	2008	Shooter	8.4	Xbox 360,PlayStation 3,P
7533	Barnyard Blast: Swine of the Night	2008	Shooter	7.2	Nintendo D
7534	Tom Clancy's Rainbow Six: Vegas 2 (Limited Edition)	2008	Shooter	8.4	Xbox 360,PlayStation 
7535	Dark Sector	2008	Shooter	7.7	Xbox 360,PlayStation 3,P
7536	Obscure: The Aftermath	2008	Action, Adventure	7	Wii,PC,PlayStation 2,PlayStation Portabl
7537	AGEOD's American Civil War: 1861-1865 -- The Blue and the Gray	2008	Strategy	6.2	P
7538	Insecticide	2008	Action, Adventure	7	Nintendo D
7539	Destroy All Humans! Big Willy Unleashed	2008	Adventure	5.8	Wi
7540	Hot Shots Golf: Out of Bounds	2008	Sports, Action	8.9	PlayStation 
7541	Ninja Reflex	2008	Party	6	Wii,Nintendo D
7542	Condemned 2: Bloodshot	2008	Action	8	Xbox 360,PlayStation 
7543	SEGA Superstars Tennis	2008	Sports	6.2	Wii,Nintendo DS,PlayStation 3,Xbox 360,PlayStation 
7544	Super Turrican	2008	Action	8.5	Wi
7545	Pro Evolution Soccer 2008	2008	Sports	8.3	PlayStation Portable,Xbox 360,Wii,PlayStation 3,PlayStation 2,Nintendo D
7546	Crisis Core: Final Fantasy VII	2008	Action, RPG	8.5	PlayStation Portabl
7547	Puyo Puyo 2: Tsuu	2008	Puzzle	8	Wi
7548	Popeye	2008	Action	8.5	Wireles
7549	Metal Gear Solid Mobile	2008	Action	8	Wireles
7550	Viking: Battle for Asgard	2008	Action	6.3	PlayStation 3,Xbox 36
7551	Spelunker	2008	Platformer	2.5	Wi
7552	Imperium Romanum	2008	Strategy	6	P
7553	Psychosis	2008	Shooter	5	Wi
7554	The House of the Dead 2 & 3 Return	2008	Shooter	6	Wi
7555	DoReMi Fantasy: Milon's DokiDoki Adventure	2008	Platformer	7.5	Wi
7556	Ninja Gaiden: Dragon Sword	2008	Action	8.6	Nintendo D
7557	Best of Tests DS	2008	Puzzle	2	Nintendo D
7558	Command & Destroy	2008	Strategy	4	Nintendo D
7559	World Heroes Anthology	2008	Fighting, Compilation	5.3	PlayStation 
7560	Ghost Manor	2008	Adventure	7.5	Atari 260
7561	Innocent Life: A Futuristic Harvest Moon -- Special Edition	2008	RPG	6	PlayStation 
7562	The Lost Crown: A Ghost-hunting Adventure	2008	Adventure	7	P
7563	ANNO 1701: Dawn of Discovery	2008	Simulation	7.5	Nintendo D
7564	Naruto: Ultimate Ninja 3	2008	Fighting	7.6	PlayStation 
7565	Nanostray 2	2008	Shooter	8.1	Nintendo D
7566	Bratz: Super Babyz	2008	Simulation	4	Nintendo D
7567	Wild ARMs XF	2008	RPG	5.8	PlayStation Portabl
7568	Samurai Warriors 2: Xtreme Legends	2008	Action	5.3	PlayStation 
7569	Diamond Islands	2008	Puzzle	8	Wireless,iPhon
7570	Metal Gear Solid: The Essential Collection	2008	Compilation	8.8	PlayStation 
7571	Kawasaki Quad Bikes	2008	Racing	2	Wi
7572	Petz: Bunnyz	2008	Virtual Pet	7	Nintendo D
7573	Yoshi's Cookie	2008	Puzzle	6	Wi
7574	George of the Jungle and the Search for the Secret	2008	Action	2.9	Wii,Nintendo DS,PlayStation 
7575	Spandex Force	2008	Puzzle	7.5	P
7576	Kawasaki Jet Ski	2008	Sports	2	Wi
7577	Blastdown!	2008	Puzzle	8	Wireles
7578	Dynamite Duke	2008	Action	5	Genesi
7579	Backyard Baseball '09	2008	Sports	6	Nintendo DS,Wi
7580	Lost in Blue 3	2008	Adventure	5.5	Nintendo D
7581	Arcana Heart	2008	Fighting	8.3	PlayStation 
7582	Opoona	2008	RPG	6.8	Wi
7583	Destroy All Humans! Crypto Does Vegas	2008	Action	5	Wireles
7584	Michael Jackson's Moonwalker	2008	Action	4.5	Genesi
7585	Fab 5 Soccer	2008	Sports	5	Nintendo D
7586	Mega Turrican	2008	Action	7.5	Wii,Genesi
7587	Panzer Command: Kharkov	2008	Strategy	6.7	P
7588	Lost Cities	2008	Card	5.5	Xbox 36
7589	Shin Megami Tensei: Persona 3 FES	2008	RPG	8.8	PlayStation 
7590	Harvest Moon DS Cute	2008	RPG	5.8	Nintendo D
7591	Let's Ride! Friends Forever	2008	Virtual Pet	2	Nintendo D
7592	Mr. Driller Online	2008	Action	2.8	Xbox 36
7593	Legendary Axe	2008	Action	8	TurboGrafx-1
7594	World Championship Cards	2008	Card	3.2	PlayStation 2,PlayStation Portabl
7595	Great War Nations: The Spartans	2008	Strategy	6	P
7596	Grand Theft Auto IV (Special Edition)	2008	Action	10	Xbox 360,PlayStation 
7597	Summer Sports: Paradise Island	2008	Sports, Compilation	4.4	Wi
7598	Jack Keane	2008	Adventure	7.5	P
7599	Super R-Type	2008	Shooter	6.5	Wi
7600	GoPets: Vacation Island	2008	Virtual Pet	6	Nintendo D
7601	Rhem 3	2008	Puzzle, Adventure	6.5	P
7602	Go Go Ackman 3	2008	Action	8.2	Super NE
7603	Law & Order: Celebrity Betrayal	2008	Adventure	7.5	Wireles
7604	Matchmaker: Love U	2008	Simulation	7.5	Wireles
7605	HurryDate's SpeedDaters	2008	Simulation	7	Wireles
7606	Furu Furu Park	2008	Action	3.5	Wi
7607	Rondo of Swords	2008	Strategy, RPG	6.8	Nintendo D
7608	Pokemon Mystery Dungeon: Explorers of Time	2008	RPG	6.5	Nintendo D
7609	Pokemon Mystery Dungeon: Explorers of Darkness	2008	RPG	6.5	Nintendo D
7610	River City Ransom	2008	Action	9	Wi
7611	Fantasy Aquarium	2008	Simulation	1	Nintendo D
7612	Fatal Fury: Battle Archives Volume 2	2008	Fighting	7	PlayStation 
7613	NBA Ballers: Chosen One	2008	Sports	6	PlayStation 3,Xbox 36
7614	Magic Online III	2008	Card, Battle	5.5	P
7615	Bases Loaded	2008	Sports	4.5	NES,Wi
7616	Teenage Zombies: Invasion of the Alien Brain Thingys!	2008	Platformer	6.8	Nintendo D
7617	Battlezone	2008	Shooter	6	Xbox 36
7618	The World Ends with You	2008	RPG	9	Nintendo D
7619	Ninja Reflex: Steamworks Edition	2008	Party	6	P
7620	Ego	2008	Simulation	8.9	Wireles
7621	Double Sequence	2008	Puzzle	4	Nintendo D
7622	Mana Khemia: Alchemists of Al-Revis	2008	RPG	5.7	PlayStation 
7623	Tetris Blockout	2008	Puzzle	5.5	Wireles
7624	Yahtzee Adventures	2008	Board	6.5	Wireles
7625	Baroque	2008	RPG	5.4	Wii,PlayStation 
7626	MiniCopter: Adventure Flight	2008	Flight, Simulation	4	Wi
7627	SNK Arcade Classics: Volume 1	2008	Action, Compilation	6.7	PlayStation 2,PlayStation Portable,Wi
7628	Cory in the House	2008	Action	3	Nintendo D
7629	Grand Theft Auto IV	2008	Action, Adventure	10	Xbox 360,PlayStation 3,P
7630	AMF Bowling: Pinbusters	2008	Sports	2	Wii,Nintendo D
7631	King's Knight	2008	Shooter	3	Wii,NE
7632	Knuckles Chaotix	2008	Platformer	6	Sega 32
7633	Cocoto Magic Circus	2008	Shooter	5.8	Wi
7634	Spitfire Heroes: Tales of the Royal Air Force	2008	Flight, Action	5.5	Nintendo D
7635	Valis III	2008	Adventure	7.5	Genesi
7636	Mario Kart Wii	2008	Racing, Action	8.5	Wi
7637	Diary Girl	2008	Productivity	4.5	Nintendo D
7638	Saga	2008	Strategy	5	P
7639	Warhawk -- Operation: Broken Mirror	2008	Flight, Action	8.5	PlayStation 
7640	Imagine: Figure Skater	2008	Sports	6.5	Nintendo D
7641	Rocky and Bullwinkle	2008	Action	3	Xbox 36
7642	Gran Turismo 5 Prologue	2008	Racing	8.5	PlayStation 
7643	Fantasy Zone	2008	Shooter	8.5	Master System,Wi
7644	Dora the Explorer: Dora Saves The Mermaids	2008	Adventure	5	PlayStation 
7645	Europa Universalis: Rome	2008	Strategy	8.7	P
7646	Phantasy Star III: Generations of Doom	2008	RPG	6.5	Wi
7647	Octomania	2008	Puzzle	7.6	Wi
7648	Rafa Nadal Tennis	2008	Sports	5.5	Nintendo D
7649	Biathlon 2008	2008	Sports	2	PlayStation 
7650	Battle of the Bands	2008	Music	5.6	Wi
7651	Target: Terror	2008	Shooter	3.5	Wi
7652	TiQal	2008	Puzzle	6.5	Xbox 36
7653	Bubble Bash	2008	Puzzle	7.2	iPod,iPhon
7654	Command & Conquer 3: Kane's Wrath	2008	Strategy	7.9	PC,Xbox 36
7655	Air Diver	2008	Flight	3.5	Genesi
7656	Super Stardust HD Solo	2008	Shooter	8.2	PlayStation 
7657	Championship Pony	2008	Sports	5	Nintendo D
7658	Lost Empire: Immortals	2008	Strategy	6	P
7659	Monopoly: Here & Now (2008)	2008	Board	8.5	Wireles
7660	Pirates of the Caribbean: Aegir's Fire	2008	Action	7	Wireles
7661	Powerball	2008	Sports	6	Wi
7662	Overclocked: A History of Violence	2008	Adventure	7	P
7663	Sam & Max: Season Two -- Episode #5: What's New, Beelzebub?	2008	Adventure	8.2	P
7664	Sprint Cars 2: Showdown at Eldora	2008	Racing	2.3	PlayStation 
7665	Riddle of the Tomb	2008	Adventure	7.7	P
7666	High School Musical 2: Work This Out	2008	Music	4	Nintendo D
7667	Major League Baseball 2K8 Fantasy All-Stars	2008	Sports	5.5	Nintendo D
7668	Assassin's Creed: Director's Cut Edition	2008	Action	7.8	P
7669	Heavenly Guardian	2008	Action	4	PlayStation 2,Wi
7670	SingStar [2007] (Game & Microphone)	2008	Music	8.5	PlayStation 
7671	Star Soldier R	2008	Shooter	6	Wi
7672	Indiana Jones' Greatest Adventure	2008	Action	8	Super NES,Wi
7673	The Chronicles of Narnia: Prince Caspian	2008	Action, Adventure	6.3	PlayStation 2,PlayStation 3,Nintendo DS,Xbox 360,PC,Wireless,Wi
7674	Harvest: Massive Encounter	2008	Strategy	5.5	P
7675	UEFA Euro 2008	2008	Sports	8.1	Xbox 360,PlayStation 3,PlayStation 2,PlayStation Portabl
7676	Sky Kid	2008	Shooter	4	Wi
7677	Wii Fit	2008	Sports	8	Wi
7678	Street Fighter II: Champion Edition	2008	Fighting	7.8	Wireless,Wi
7679	Assault Heroes 2	2008	Action	8.5	Xbox 36
7680	Pop	2008	Puzzle, Action	6	Wi
7681	V.I.P. Casino: Blackjack	2008	Card	6.5	Wi
7682	TV Show King	2008	Trivia	6.4	Wi
